customer_id,year_month,sales_agent_id,active,eligible_2m,dormancy_2m_confirmed,net_sales,avg_discount,category_count,loyalty,digital
C00002,2024-01-01,A015,1,True,0,871.7,0.221725,3,1,False
C00002,2024-02-01,A015,1,True,0,888.72,0.20545,2,1,False
C00002,2024-03-01,A015,1,True,0,1417.08,0.1590166666666666,2,1,False
C00002,2024-04-01,,0,True,0,0.0,0.0,0,0,0
C00006,2024-01-01,A011,1,True,0,437.76,0.1926,1,0,False
C00006,2024-02-01,A011,1,True,0,351.39,0.16255,1,0,False
C00006,2024-03-01,A011,1,True,1,533.18,0.256025,2,0,False
C00006,2024-04-01,,0,True,0,0.0,0.0,0,0,0
C00007,2024-01-01,,0,True,0,0.0,0.0,0,0,0
C00007,2024-02-01,A006,1,True,0,1375.71,0.2193375,2,0,False
C00007,2024-03-01,A006,1,True,1,910.01,0.201675,2,0,False
C00007,2024-04-01,,0,True,0,0.0,0.0,0,0,0
C00009,2024-01-01,A007,1,True,0,675.88,0.15982,2,1,False
C00009,2024-02-01,A007,1,True,1,38.51,0.1248,1,1,False
C00009,2024-03-01,,0,True,0,0.0,0.0,0,0,0
C00009,2024-04-01,,0,True,0,0.0,0.0,0,0,0
C00013,2024-01-01,,0,True,0,0.0,0.0,0,0,0
C00013,2024-02-01,,0,True,0,0.0,0.0,0,0,0
C00013,2024-03-01,A006,1,True,0,996.36,0.232875,2,1,True
C00013,2024-04-01,,0,True,0,0.0,0.0,0,0,0
C00014,2024-01-01,,0,True,0,0.0,0.0,0,0,0
C00014,2024-02-01,A005,1,True,0,704.1500000000001,0.200825,2,0,False
C00014,2024-03-01,,0,True,0,0.0,0.0,0,0,0
C00014,2024-04-01,A005,1,True,0,581.99,0.23285,2,0,False
C00022,2024-01-01,,0,True,0,0.0,0.0,0,0,0
C00022,2024-02-01,,0,True,0,0.0,0.0,0,0,0
C00022,2024-03-01,A007,1,True,0,664.8299999999999,0.1903,3,0,False
C00022,2024-04-01,,0,True,0,0.0,0.0,0,0,0
C00023,2024-01-01,A007,1,True,0,258.48,0.1971,1,0,False
C00023,2024-02-01,,0,True,0,0.0,0.0,0,0,0
C00023,2024-03-01,A007,1,True,1,522.36,0.176975,2,0,False
C00023,2024-04-01,,0,True,0,0.0,0.0,0,0,0
C00025,2024-01-01,,0,True,0,0.0,0.0,0,0,0
C00025,2024-02-01,A011,1,True,0,360.07,0.154,1,1,True
C00025,2024-03-01,A011,1,True,0,482.02,0.2709499999999999,1,1,True
C00025,2024-04-01,A011,1,True,0,1003.58,0.227675,2,1,True
C00031,2024-01-01,A004,1,True,1,334.42,0.208575,3,0,True
C00031,2024-02-01,,0,True,0,0.0,0.0,0,0,0
C00031,2024-03-01,,0,True,0,0.0,0.0,0,0,0
C00031,2024-04-01,A004,1,True,0,275.95,0.2832,1,0,True
C00032,2024-01-01,A005,1,True,1,411.05,0.2560333333333333,2,0,False
C00032,2024-02-01,,0,True,0,0.0,0.0,0,0,0
C00032,2024-03-01,,0,True,0,0.0,0.0,0,0,0
C00032,2024-04-01,,0,True,0,0.0,0.0,0,0,0
C00037,2024-01-01,,0,True,0,0.0,0.0,0,0,0
C00037,2024-02-01,,0,True,0,0.0,0.0,0,0,0
C00037,2024-03-01,A014,1,True,1,334.53,0.22235,2,1,True
C00037,2024-04-01,,0,True,0,0.0,0.0,0,0,0
C00044,2024-01-01,A016,1,True,0,753.3000000000001,0.2569,2,0,True
C00044,2024-02-01,,0,True,0,0.0,0.0,0,0,0
C00044,2024-03-01,A016,1,True,0,80.51,0.1064,1,0,True
C00044,2024-04-01,,0,True,0,0.0,0.0,0,0,0
C00046,2024-01-01,A001,1,True,1,121.1,0.1877333333333333,2,0,False
C00046,2024-02-01,,0,True,0,0.0,0.0,0,0,0
C00046,2024-03-01,,0,True,0,0.0,0.0,0,0,0
C00046,2024-04-01,A001,1,True,0,926.86,0.1565,2,0,False
C00047,2024-01-01,,0,True,0,0.0,0.0,0,0,0
C00047,2024-02-01,A004,1,True,0,688.79,0.268475,2,0,False
C00047,2024-03-01,A004,1,True,1,119.5,0.3724,1,0,False
C00047,2024-04-01,,0,True,0,0.0,0.0,0,0,0
C00048,2024-01-01,,0,True,0,0.0,0.0,0,0,0
C00048,2024-02-01,A011,1,True,0,742.48,0.2112,2,1,False
C00048,2024-03-01,A011,1,True,0,692.71,0.1771,2,1,False
C00048,2024-04-01,,0,True,0,0.0,0.0,0,0,0
C00049,2024-01-01,A015,1,True,0,593.3,0.2108749999999999,2,0,True
C00049,2024-02-01,,0,True,0,0.0,0.0,0,0,0
C00049,2024-03-01,A015,1,True,0,648.11,0.19438,2,0,True
C00049,2024-04-01,A015,1,True,0,476.37,0.1671,1,0,True
C00051,2024-01-01,,0,True,0,0.0,0.0,0,0,0
C00051,2024-02-01,A009,1,True,0,458.28,0.173125,2,0,True
C00051,2024-03-01,,0,True,0,0.0,0.0,0,0,0
C00051,2024-04-01,A009,1,True,1,1137.71,0.2254285714285714,2,0,True
C00054,2024-01-01,A018,1,True,0,317.83000000000004,0.1186333333333333,2,1,False
C00054,2024-02-01,A018,1,True,0,130.25,0.2815,1,1,False
C00054,2024-03-01,A018,1,True,0,1077.6699999999998,0.2304999999999999,3,1,False
C00054,2024-04-01,A018,1,True,0,611.75,0.1923666666666666,2,1,False
C00060,2024-01-01,,0,True,0,0.0,0.0,0,0,0
C00060,2024-02-01,,0,True,0,0.0,0.0,0,0,0
C00060,2024-03-01,A011,1,True,0,462.81,0.213,2,0,False
C00060,2024-04-01,A011,1,True,0,275.45,0.27895,2,0,False
C00062,2024-01-01,A018,1,True,0,880.05,0.2146999999999999,3,1,True
C00062,2024-02-01,A018,1,True,0,110.13,0.2129,1,1,True
C00062,2024-03-01,A018,1,True,0,593.95,0.2281333333333333,2,1,True
C00062,2024-04-01,A018,1,True,0,1239.3,0.2148714285714285,2,1,True
C00064,2024-01-01,,0,True,0,0.0,0.0,0,0,0
C00064,2024-02-01,,0,True,0,0.0,0.0,0,0,0
C00064,2024-03-01,,0,True,0,0.0,0.0,0,0,0
C00064,2024-04-01,A006,1,True,0,1823.72,0.1367,2,1,True
C00065,2024-01-01,A016,1,True,0,951.14,0.2521285714285714,3,0,False
C00065,2024-02-01,A016,1,True,0,156.66000000000005,0.1617,1,0,False
C00065,2024-03-01,A016,1,True,0,1529.2,0.21739,2,0,False
C00065,2024-04-01,,0,True,0,0.0,0.0,0,0,0
C00070,2024-01-01,,0,True,0,0.0,0.0,0,0,0
C00070,2024-02-01,A018,1,True,0,815.2,0.1830666666666666,3,1,True
C00070,2024-03-01,A018,1,True,0,201.58,0.1386,1,1,True
C00070,2024-04-01,,0,True,0,0.0,0.0,0,0,0
C00072,2024-01-01,,0,True,0,0.0,0.0,0,0,0
C00072,2024-02-01,A016,1,True,0,487.25,0.20415,2,0,False
C00072,2024-03-01,A016,1,True,0,110.12,0.16375,1,0,False
C00072,2024-04-01,A016,1,True,0,701.62,0.21695,1,0,False
C00073,2024-01-01,A005,1,True,0,395.64,0.186225,2,0,True
C00073,2024-02-01,A005,1,True,0,593.15,0.1783199999999999,3,0,True
C00073,2024-03-01,,0,True,0,0.0,0.0,0,0,0
C00073,2024-04-01,A005,1,True,0,1318.72,0.2294,2,0,True
C00079,2024-01-01,,0,True,0,0.0,0.0,0,0,0
C00079,2024-02-01,,0,True,0,0.0,0.0,0,0,0
C00079,2024-03-01,A018,1,True,0,733.9,0.194175,1,0,False
C00079,2024-04-01,A018,1,True,0,1646.44,0.2150999999999999,2,0,False
C00080,2024-01-01,A015,1,True,0,477.11,0.1898,2,1,True
C00080,2024-02-01,A015,1,True,0,1280.93,0.19201,3,1,True
C00080,2024-03-01,A015,1,True,0,1333.17,0.17705,2,1,True
C00080,2024-04-01,A015,1,True,0,65.58,0.1731,1,1,True
C00081,2024-01-01,A018,1,True,0,63.37,0.2335,1,1,False
C00081,2024-02-01,A018,1,True,0,769.88,0.1754142857142857,2,1,False
C00081,2024-03-01,A018,1,True,0,288.98,0.15,1,1,False
C00081,2024-04-01,A018,1,True,1,1582.36,0.173,3,1,False
C00082,2024-01-01,,0,True,0,0.0,0.0,0,0,0
C00082,2024-02-01,A009,1,True,0,96.9,0.20865,2,1,False
C00082,2024-03-01,A009,1,True,0,594.06,0.2052,2,1,False
C00082,2024-04-01,A009,1,True,0,914.3,0.1883428571428571,2,1,False
C00083,2024-01-01,A017,1,True,0,499.89,0.2010999999999999,2,0,True
C00083,2024-02-01,A017,1,True,0,250.6,0.1968,1,0,True
C00083,2024-03-01,,0,True,0,0.0,0.0,0,0,0
C00083,2024-04-01,A017,1,True,0,704.0,0.2296,2,0,True
C00086,2024-01-01,A017,1,True,1,671.52,0.2019333333333333,1,0,False
C00086,2024-02-01,,0,True,0,0.0,0.0,0,0,0
C00086,2024-03-01,,0,True,0,0.0,0.0,0,0,0
C00086,2024-04-01,A017,1,True,0,2217.99,0.185890909090909,3,0,False
C00089,2024-01-01,A006,1,True,0,1510.28,0.17785,2,1,False
C00089,2024-02-01,A006,1,True,0,331.14,0.1509,1,1,False
C00089,2024-03-01,,0,True,0,0.0,0.0,0,0,0
C00089,2024-04-01,A006,1,True,0,759.72,0.1674,1,1,False
C00091,2024-01-01,A018,1,True,0,173.06,0.2235,1,0,True
C00091,2024-02-01,A018,1,True,0,720.18,0.22175,1,0,True
C00091,2024-03-01,A018,1,True,0,1088.58,0.196125,1,0,True
C00091,2024-04-01,A018,1,True,0,1616.23,0.1892125,3,0,True
C00092,2024-01-01,,0,True,0,0.0,0.0,0,0,0
C00092,2024-02-01,,0,True,0,0.0,0.0,0,0,0
C00092,2024-03-01,,0,True,0,0.0,0.0,0,0,0
C00092,2024-04-01,,0,True,0,0.0,0.0,0,0,0
C00093,2024-01-01,A001,1,True,0,1340.4,0.2200111111111111,3,0,True
C00093,2024-02-01,,0,True,0,0.0,0.0,0,0,0
C00093,2024-03-01,A001,1,True,0,1118.86,0.21565,2,0,True
C00093,2024-04-01,,0,True,0,0.0,0.0,0,0,0
C00097,2024-01-01,,0,True,0,0.0,0.0,0,0,0
C00097,2024-02-01,A007,1,True,0,349.59,0.1526,2,0,False
C00097,2024-03-01,A007,1,True,1,134.3,0.2233,2,0,False
C00097,2024-04-01,,0,True,0,0.0,0.0,0,0,0
C00102,2024-01-01,,0,True,0,0.0,0.0,0,0,0
C00102,2024-02-01,A016,1,True,0,761.95,0.20095,2,0,False
C00102,2024-03-01,A016,1,True,0,607.8700000000001,0.204725,2,0,False
C00102,2024-04-01,,0,True,0,0.0,0.0,0,0,0
C00105,2024-01-01,,0,True,0,0.0,0.0,0,0,0
C00105,2024-02-01,A001,1,True,1,483.98,0.22195,2,1,True
C00105,2024-03-01,,0,True,0,0.0,0.0,0,0,0
C00105,2024-04-01,,0,True,0,0.0,0.0,0,0,0
C00106,2024-01-01,A011,1,True,0,1159.03,0.1687,2,1,True
C00106,2024-02-01,A011,1,True,0,442.72,0.1725249999999999,2,1,True
C00106,2024-03-01,A011,1,True,0,1985.35,0.1736083333333333,3,1,True
C00106,2024-04-01,A011,1,True,0,1921.67,0.1726,2,1,True
C00107,2024-01-01,A005,1,True,1,990.32,0.217,3,1,True
C00107,2024-02-01,,0,True,0,0.0,0.0,0,0,0
C00107,2024-03-01,,0,True,0,0.0,0.0,0,0,0
C00107,2024-04-01,A005,1,True,0,495.4,0.2338666666666666,1,1,True
C00108,2024-01-01,,0,True,0,0.0,0.0,0,0,0
C00108,2024-02-01,,0,True,0,0.0,0.0,0,0,0
C00108,2024-03-01,A017,1,True,0,498.28,0.1770333333333333,2,0,False
C00108,2024-04-01,,0,True,0,0.0,0.0,0,0,0
C00111,2024-01-01,A011,1,True,0,170.86,0.246,1,0,False
C00111,2024-02-01,A011,1,True,0,361.19,0.2231333333333333,2,0,False
C00111,2024-03-01,A011,1,True,0,347.95,0.2507749999999999,3,0,False
C00111,2024-04-01,,0,True,0,0.0,0.0,0,0,0
C00113,2024-01-01,A004,1,True,0,796.14,0.2110599999999999,2,0,True
C00113,2024-02-01,,0,True,0,0.0,0.0,0,0,0
C00113,2024-03-01,A004,1,True,1,777.98,0.212,2,0,True
C00113,2024-04-01,,0,True,0,0.0,0.0,0,0,0
C00116,2024-01-01,A005,1,True,0,217.83,0.146,1,0,False
C00116,2024-02-01,,0,True,0,0.0,0.0,0,0,0
C00116,2024-03-01,A005,1,True,0,133.17,0.261,1,0,False
C00116,2024-04-01,A005,1,True,0,484.62,0.1382,3,0,False
C00119,2024-01-01,A007,1,True,0,227.42,0.14785,2,1,False
C00119,2024-02-01,,0,True,0,0.0,0.0,0,0,0
C00119,2024-03-01,A007,1,True,0,1212.64,0.2026333333333333,3,1,False
C00119,2024-04-01,A007,1,True,0,519.15,0.229175,2,1,False
C00125,2024-01-01,A018,1,True,1,625.9000000000001,0.2082,2,1,False
C00125,2024-02-01,,0,True,0,0.0,0.0,0,0,0
C00125,2024-03-01,,0,True,0,0.0,0.0,0,0,0
C00125,2024-04-01,A018,1,True,0,1219.77,0.2089599999999999,2,1,False
C00126,2024-01-01,A014,1,True,0,604.62,0.1678,2,1,False
C00126,2024-02-01,A014,1,True,0,1785.65,0.1286857142857143,3,1,False
C00126,2024-03-01,,0,True,0,0.0,0.0,0,0,0
C00126,2024-04-01,A014,1,True,0,688.89,0.2185,2,1,False
C00128,2024-01-01,,0,True,0,0.0,0.0,0,0,0
C00128,2024-02-01,,0,True,0,0.0,0.0,0,0,0
C00128,2024-03-01,,0,True,0,0.0,0.0,0,0,0
C00128,2024-04-01,A016,1,True,0,729.46,0.2096666666666666,2,1,False
C00131,2024-01-01,,0,True,0,0.0,0.0,0,0,0
C00131,2024-02-01,,0,True,0,0.0,0.0,0,0,0
C00131,2024-03-01,,0,True,0,0.0,0.0,0,0,0
C00131,2024-04-01,A016,1,True,0,844.12,0.2344,2,1,True
C00132,2024-01-01,A015,1,True,0,79.96,0.1178,1,1,True
C00132,2024-02-01,,0,True,0,0.0,0.0,0,0,0
C00132,2024-03-01,A015,1,True,0,170.33,0.2696,1,1,True
C00132,2024-04-01,A015,1,True,0,911.2,0.2126428571428571,2,1,True
C00134,2024-01-01,,0,True,0,0.0,0.0,0,0,0
C00134,2024-02-01,A006,1,True,0,903.04,0.2603666666666666,2,0,False
C00134,2024-03-01,A006,1,True,0,35.47,0.261,1,0,False
C00134,2024-04-01,A006,1,True,1,1104.21,0.2355,2,0,False
C00135,2024-01-01,,0,True,0,0.0,0.0,0,0,0
C00135,2024-02-01,A014,1,True,0,395.15,0.2007749999999999,2,1,True
C00135,2024-03-01,A014,1,True,1,1246.69,0.2020142857142857,2,1,True
C00135,2024-04-01,,0,True,0,0.0,0.0,0,0,0
C00138,2024-01-01,,0,True,0,0.0,0.0,0,0,0
C00138,2024-02-01,A014,1,True,0,816.29,0.19585,2,1,True
C00138,2024-03-01,A014,1,True,1,1511.39,0.188775,2,1,True
C00138,2024-04-01,,0,True,0,0.0,0.0,0,0,0
C00143,2024-01-01,A001,1,True,1,251.58,0.20685,1,1,False
C00143,2024-02-01,,0,True,0,0.0,0.0,0,0,0
C00143,2024-03-01,,0,True,0,0.0,0.0,0,0,0
C00143,2024-04-01,A001,1,True,0,492.36,0.1782666666666666,1,1,False
C00149,2024-01-01,A005,1,True,0,190.99,0.1752999999999999,1,1,True
C00149,2024-02-01,,0,True,0,0.0,0.0,0,0,0
C00149,2024-03-01,A005,1,True,0,796.0899999999999,0.2258666666666666,2,1,True
C00149,2024-04-01,A005,1,True,0,1402.86,0.2122333333333333,3,1,True
C00150,2024-01-01,A009,1,True,0,401.08,0.1893666666666666,1,1,True
C00150,2024-02-01,A009,1,True,1,54.77,0.2401,1,1,True
C00150,2024-03-01,,0,True,0,0.0,0.0,0,0,0
C00150,2024-04-01,,0,True,0,0.0,0.0,0,0,0
C00154,2024-01-01,A004,1,True,0,138.66,0.1371,1,0,False
C00154,2024-02-01,,0,True,0,0.0,0.0,0,0,0
C00154,2024-03-01,A004,1,True,1,377.71,0.1616,1,0,False
C00154,2024-04-01,,0,True,0,0.0,0.0,0,0,0
C00155,2024-01-01,,0,True,0,0.0,0.0,0,0,0
C00155,2024-02-01,A015,1,True,0,370.94,0.2010999999999999,3,0,True
C00155,2024-03-01,A015,1,True,0,994.5,0.206525,3,0,True
C00155,2024-04-01,A015,1,True,0,412.69,0.2249,1,0,True
C00157,2024-01-01,A009,1,True,0,484.37,0.1572,2,0,False
C00157,2024-02-01,A009,1,True,0,763.87,0.2387285714285714,3,0,False
C00157,2024-03-01,,0,True,0,0.0,0.0,0,0,0
C00157,2024-04-01,A009,1,True,0,884.47,0.212775,2,0,False
C00160,2024-01-01,A004,1,True,0,107.68,0.253,1,1,True
C00160,2024-02-01,A004,1,True,0,91.71,0.3052,1,1,True
C00160,2024-03-01,A004,1,True,1,844.63,0.1917666666666666,2,1,True
C00160,2024-04-01,,0,True,0,0.0,0.0,0,0,0
C00163,2024-01-01,,0,True,0,0.0,0.0,0,0,0
C00163,2024-02-01,A005,1,True,0,123.95,0.1402,1,1,True
C00163,2024-03-01,,0,True,0,0.0,0.0,0,0,0
C00163,2024-04-01,A005,1,True,0,1127.32,0.1730666666666666,2,1,True
C00167,2024-01-01,A015,1,True,0,40.72,0.1517,1,0,True
C00167,2024-02-01,A015,1,True,0,909.3,0.2042833333333333,2,0,True
C00167,2024-03-01,A015,1,True,0,333.3,0.1952499999999999,1,0,True
C00167,2024-04-01,A015,1,True,0,1028.51,0.2093,2,0,True
C00170,2024-01-01,A015,1,True,0,312.46000000000004,0.18855,1,0,False
C00170,2024-02-01,A015,1,True,0,894.85,0.2165,2,0,False
C00170,2024-03-01,A015,1,True,0,631.76,0.2479,2,0,False
C00170,2024-04-01,A015,1,True,0,119.37,0.25245,2,0,False
C00172,2024-01-01,A005,1,True,0,343.66,0.1813,2,1,False
C00172,2024-02-01,,0,True,0,0.0,0.0,0,0,0
C00172,2024-03-01,A005,1,True,0,1017.16,0.2175799999999999,2,1,False
C00172,2024-04-01,,0,True,0,0.0,0.0,0,0,0
C00173,2024-01-01,,0,True,0,0.0,0.0,0,0,0
C00173,2024-02-01,A006,1,True,0,1023.06,0.23475,3,0,True
C00173,2024-03-01,A006,1,True,0,859.75,0.180825,2,0,True
C00173,2024-04-01,A006,1,True,0,1676.24,0.2229428571428571,2,0,True
C00176,2024-01-01,A011,1,True,1,347.08,0.21695,1,0,False
C00176,2024-02-01,,0,True,0,0.0,0.0,0,0,0
C00176,2024-03-01,,0,True,0,0.0,0.0,0,0,0
C00176,2024-04-01,,0,True,0,0.0,0.0,0,0,0
C00178,2024-01-01,A016,1,True,0,1199.25,0.2201374999999999,3,1,True
C00178,2024-02-01,A016,1,True,0,554.91,0.2194499999999999,2,1,True
C00178,2024-03-01,A016,1,True,0,1155.79,0.19255,2,1,True
C00178,2024-04-01,A016,1,True,0,2566.96,0.2115888888888888,2,1,True
C00185,2024-01-01,A004,1,True,0,113.95,0.2519,1,1,True
C00185,2024-02-01,,0,True,0,0.0,0.0,0,0,0
C00185,2024-03-01,A004,1,True,0,44.91,0.0917,1,1,True
C00185,2024-04-01,A004,1,True,0,1673.0,0.2101,2,1,True
C00187,2024-01-01,A014,1,True,0,153.71,0.1621,2,1,True
C00187,2024-02-01,,0,True,0,0.0,0.0,0,0,0
C00187,2024-03-01,A014,1,True,0,666.4300000000001,0.17945,1,1,True
C00187,2024-04-01,A014,1,True,1,347.63,0.1949,2,1,True
C00188,2024-01-01,A006,1,True,0,546.44,0.2384666666666667,2,0,False
C00188,2024-02-01,A006,1,True,0,390.2,0.2460999999999999,2,0,False
C00188,2024-03-01,A006,1,True,0,1364.79,0.2048142857142857,2,0,False
C00188,2024-04-01,A006,1,True,0,1148.93,0.20928,2,0,False
C00189,2024-01-01,,0,True,0,0.0,0.0,0,0,0
C00189,2024-02-01,,0,True,0,0.0,0.0,0,0,0
C00189,2024-03-01,A004,1,True,0,857.76,0.249525,3,0,True
C00189,2024-04-01,A004,1,True,0,1019.31,0.157225,2,0,True
C00191,2024-01-01,,0,True,0,0.0,0.0,0,0,0
C00191,2024-02-01,A004,1,True,1,747.98,0.2155249999999999,2,0,False
C00191,2024-03-01,,0,True,0,0.0,0.0,0,0,0
C00191,2024-04-01,,0,True,0,0.0,0.0,0,0,0
C00192,2024-01-01,A016,1,True,0,1749.25,0.2032363636363636,3,1,False
C00192,2024-02-01,A016,1,True,0,929.29,0.16385,1,1,False
C00192,2024-03-01,A016,1,True,0,858.06,0.20994,2,1,False
C00192,2024-04-01,A016,1,True,0,526.57,0.1594666666666666,2,1,False
C00193,2024-01-01,A017,1,True,0,735.72,0.2070499999999999,2,1,True
C00193,2024-02-01,A017,1,True,0,402.64,0.14425,1,1,True
C00193,2024-03-01,,0,True,0,0.0,0.0,0,0,0
C00193,2024-04-01,A017,1,True,0,518.79,0.2331,2,1,True
C00195,2024-01-01,A011,1,True,0,1272.51,0.19835,2,0,False
C00195,2024-02-01,A011,1,True,0,1127.3,0.2049,2,0,False
C00195,2024-03-01,A011,1,True,0,247.79,0.2098,2,0,False
C00195,2024-04-01,A011,1,True,0,560.67,0.1596,2,0,False
C00196,2024-01-01,,0,True,0,0.0,0.0,0,0,0
C00196,2024-02-01,A007,1,True,0,301.67,0.2057333333333333,2,0,False
C00196,2024-03-01,,0,True,0,0.0,0.0,0,0,0
C00196,2024-04-01,A007,1,True,0,514.47,0.1861,2,0,False
C00199,2024-01-01,A007,1,True,0,147.33,0.23625,2,1,False
C00199,2024-02-01,A007,1,True,0,1420.39,0.1605,2,1,False
C00199,2024-03-01,A007,1,True,0,116.6,0.1903,1,1,False
C00199,2024-04-01,A007,1,True,0,198.9,0.1641,1,1,False
C00203,2024-01-01,A018,1,True,0,305.12,0.1767,1,1,True
C00203,2024-02-01,,0,True,0,0.0,0.0,0,0,0
C00203,2024-03-01,A018,1,True,0,463.42,0.2279499999999999,2,1,True
C00203,2024-04-01,A018,1,True,0,798.16,0.1737,2,1,True
C00205,2024-01-01,,0,True,0,0.0,0.0,0,0,0
C00205,2024-02-01,,0,True,0,0.0,0.0,0,0,0
C00205,2024-03-01,A005,1,True,0,538.48,0.21332,2,0,True
C00205,2024-04-01,A005,1,True,0,342.63,0.1604,1,0,True
C00206,2024-01-01,A004,1,True,0,235.03,0.1611,1,1,True
C00206,2024-02-01,A004,1,True,0,1210.04,0.2519857142857143,3,1,True
C00206,2024-03-01,A004,1,True,0,477.67,0.2397,1,1,True
C00206,2024-04-01,A004,1,True,1,1725.48,0.204,3,1,True
C00212,2024-01-01,,0,True,0,0.0,0.0,0,0,0
C00212,2024-02-01,A016,1,True,0,455.0,0.1929999999999999,3,1,True
C00212,2024-03-01,,0,True,0,0.0,0.0,0,0,0
C00212,2024-04-01,A016,1,True,0,651.69,0.1634499999999999,1,1,True
C00214,2024-01-01,A017,1,True,0,203.92,0.2503,1,0,False
C00214,2024-02-01,A017,1,True,0,300.73,0.2385333333333333,2,0,False
C00214,2024-03-01,A017,1,True,0,161.29000000000002,0.16915,2,0,False
C00214,2024-04-01,A017,1,True,0,887.47,0.1972666666666666,2,0,False
C00215,2024-01-01,A018,1,True,0,296.59,0.1032,1,1,False
C00215,2024-02-01,A018,1,True,0,441.3,0.1716333333333333,1,1,False
C00215,2024-03-01,A018,1,True,0,924.46,0.15344,1,1,False
C00215,2024-04-01,A018,1,True,0,511.45,0.1891,1,1,False
C00217,2024-01-01,A015,1,True,0,939.63,0.2347,2,1,False
C00217,2024-02-01,A015,1,True,0,374.94,0.1318,2,1,False
C00217,2024-03-01,A015,1,True,1,529.44,0.2332333333333333,2,1,False
C00217,2024-04-01,,0,True,0,0.0,0.0,0,0,0
C00219,2024-01-01,A001,1,True,0,2049.93,0.1903,3,1,True
C00219,2024-02-01,A001,1,True,0,1054.81,0.16736,2,1,True
C00219,2024-03-01,A001,1,True,0,684.23,0.1457166666666666,2,1,True
C00219,2024-04-01,A001,1,True,0,1083.62,0.22605,2,1,True
C00220,2024-01-01,A009,1,True,1,2106.18,0.1697818181818181,2,1,False
C00220,2024-02-01,,0,True,0,0.0,0.0,0,0,0
C00220,2024-03-01,,0,True,0,0.0,0.0,0,0,0
C00220,2024-04-01,,0,True,0,0.0,0.0,0,0,0
